source,name_data,food_data,found_edibilty,Mistral_edibles
0080_a.txt,"Summer grape V. aestivalis leaves and fruit-this
might be the best-tasting of our small grapes. Note the
whitish leaf underside.
This species :5 very
L V. labrusca. This large-fruited species is an ancestor of
leaves that are
Concord, and is one of our best wild grapes. It is often
The grapes are
called fox grape, but unfortunately this name is also
applied to the very different V. vulpina.
0.00 must WIDE
with potent but
Summer grape V. aestivalis leaves and fruit-this might be the best-tasting of our small grapes. Note the whitish leaf underside. This species :5 very L V. labrusca. This large-fruited species is an ancestor of leaves that are Concord, and is one of our best wild grapes. It is often The grapes are called fox grape, but unfortunately this name is also applied to the very different V. vulpina. 0.00 must WIDE with potent but ",,False,"
    []"
0080_b.txt,"mm
0
WOODY VINES AND CREEPERS
Muscadine
3
Vitis rotundifolia
Vitaceae (Grape family)
","FOOD USE: Pluck the fruit from the vine or pick them up off the ground (their thick skins protect them from
damage). You can do all of the things with muscadines that are done with smaller grapes: eat them fresh, or
make superb jelly, wine, or juice. The flavor is milder and sweeter than that of smaller grapes, and the juice
contains less tartrate/calcium oxalate. Muscadines also lend themselves to uses that are impractical with
smaller grapes: They are delicious dried after the skins have been removed, and they can also be made into
pie. Conservation 1.
",True,"
    'fruit'"
0081_a.txt,"3 Raccoon grape
1
Ampelopsis arborea
Vitaceae (Grape family)
","FOOD USE: Collect fruit when ripe and use like wild grapes. The flesh is faintly irritating to the mouth, which
can be alleviated in juice by letting it sit overnight in the fridge and then decanting the sludge-free liquid on
top (as with wild grapes). Conservation 1.
",True,"
    'fruit'"
0081_b.txt,"0
WOODY VINES AND CREEPERS
4
Greenbrier
1-3
genus Smilax (in part)
Smilacaceae (formerly Liliaceae, Lily family)
UICK CHECK: Green stems with thorns or spines, tendrils, and entire leaves with
parallel veins; flowers or fruit in umbels. ID difficulty 1.
","FOOD USE: The rhizomes or tubers of some species have been used to make a nourishing drink. For this reddish they
were apparently details are nebulous, and it is not fully clear which species were used or preferred. hard and woody
pounded, after which the starch was settled out in water, then boiled to make the My experi-
drink. These have so far been unsuccessful-the tubers I have unearthed were shockingly occasionally later.
ments Shoots with and this young greens can be eaten raw or cooked from spring to early summer and
These vary in flavor from slightly bitter to pleasantly tangy. Conservation 3/1.
can be tricky to identify to species, but are easy to recognize climbing as a vines group: that there are
",True," ['rhizomes','tubers','shoots','Young greens']"
0082_a.txt,"WOODY VINES AND CREEPERS
4
Greenbrier (continued)
Similar las volid shoot tip
This is 6 good-tasting
species r
Smilox bono nox
shoots. These are
excellent
Smilax hispida, our most widespread species,
but the shoots are low in quality.
Smilax glauca leaves.
retundifulio < common
greenbrier will. 8000 shoot.
194
Sualax leaves
WOODY VINES AND CREEPERS 4 Greenbrier (continued) Similar las volid shoot tip This is 6 good-tasting species r Smilox bono nox shoots. These are excellent Smilax hispida, our most widespread species, but the shoots are low in quality. Smilax glauca leaves. retundifulio < common greenbrier will. 8000 shoot. 194 Sualax leaves ",,False,"
    []"
0082_b.txt,"mm
Icm
WOODY VINES AND CREEPERS
Bittersweet
1
Celastrus scandens
family Celastraceae
","FOOD USE: After peeling the outer bark (all year, but especially winter), the inner bark can be scraped off
and chewed-it tastes pretty good, but the fibers must be spit out-or it can be boiled as a base for soups.
The tender shoots (spring and early summer) can be eaten raw or cooked. Conservation 2.
",True,"
    'bark','shoots'"
0083_a.txt,"6 Japanese honeysuckle
2
Lonicera japonica
family Caprifoliaceae
paired, entire leaves; large, paired, fragrant difficulty white flow- 2.
","FOOD USE: Pluck mature white flowers, bite off the bottom, and suck the nectar from the base. Flowers can
also be eaten in salads, chopped up and
soaked for a drink, or dried for tea.
",True, 'flowers'
0083_b.txt,"WOODY VINES AND CREEPERS
7 Virginia creeper, woodbine
Parthenocissus quinquefolia and P. vitacea
Vitaceae (Grape family)
ID difficulty 2.
","FOOD USE: Gather thick sections of stem any time of year, cut into manageable lengths, then peel the outer
bark. A thick, soft layer of inner bark then can be peeled off the woody core. Boil for at least 40 minutes. after
which it can be used like a starchy vegetable in stews or soup. Shoots are slightly tangy and can be eaten in
spring or early summer-they are better cooked. Conservation 2.
",True," ['stem', 'shoots']"
0084_a.txt,"WOODY VINES AND CREEPERS
8 Kudzu
Pueraria lobata 12 Fabaceae (Bean family)
","FOOD USE: The enormous rootstocks can be dug all year but will contain the most food value when t
top is dormant. Clean, shred (easiest in a powerful blender), and then strain through a cloth to separate t
starch. Seek smaller vines; the roots of large vines are simply too big to dig. Commercially extracted in As
kudzu starch is nutritious and tasty and has many uses. In spring, the shoots and tender young leaves c
be eaten raw or cooked and have a mild, slightly green bean-like flavor. Flowers and flower buds can also
eaten as a vegetable.
",True," ['rootstocks','shoots','tender young leaves','flowers','flower buds']"
0084_b.txt,"family)
WOODY VINES AND CREEPERS
9
Wisteria
2
genus Wisteria
Fabaceae (Bean family)
","FOOD USE: Gather flowers when freshly opened in spring; strip whole clusters after shaking out
The flowers can be eaten raw or cooked in a variety of dishes, where they impart a pea-like flavor
note. They can be steeped to brew tea or even wine. Conservation 2 (frutescens).
",True,"
    'flowers'"
0085_a.txt,"AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS STEMS
GROUP 14 AQUATICS WITH GRASS-LIKE LEAVES OR
Here include plants that would typically in group be found 17. Since growing water in standing levels fluctuate, may water. sometimes Plants some that of
TUBULAR LEAFLESS STEMS
usually grow in moist be found soil away are placed from open water, if necessary. and moist soil plants
these be found plants in standing marshes may water. are the Check most biologically both groups productive requires ecosystems what I call the on Earth, ""biomass and a
to Freshwater dominate strategy: under occupying such ideal all growing available conditions space to for exclude the production competitors. of toxins. This puts Thus this
the warfare"" premium plants on in productivity this group tend and to leaves be incredibly little energy prolific and also mild in flavor. (But
is Nature, so of course edibles in this group that are not covered tasty. here. How- The
there are exceptions.)
tender parts because of their aquatic is
There are hundreds of almost of every potential sedge, rush, and grass are nontoxic small and size. usually Labor efficiency
ever, of most the most of these important are impractical determinants to use of food traditions. eat. Here I cover the larger
grass-like one plants that people have found practical to
TENTATIVE IDENTIFICATION KEY TO GROUP 14
The key is not your final answer!
1. Soft-stem bulrush
Plant with a tubular stem and no apparent leaves.
or
Leaves few, sheathing, borne at bulging nodes on a hollow stem.
2. Rice cutgrass
Stem flattened; panicle branches drooping: seeds egg-shaped.
3. Wild rice
or
Stem roundish; panicle branches ascending: seeds linear.
4. Sweet bulb-rush
Leaves not basal, distributed evenly along a spongy-solid triangular stalk.
or
Leaves all or mostly basal.
Leaves all basal, never keeled.
Leaves not flattened or sharp-edged, channeled near the base, less than 1 cm wide.
or
Seaside arrow-grass (see group 17).
Leaves flattened on one side, sharp-edged, never channeled, more than 2 cm wide.
5. Cattail
Leaves mostly basal but one or a few are borne on the stem; possibly keeled.
Leaf bundle not flattened; leaves keeled below, not side-slotted.
6. Great bur-reed
Leaves in a flattened bundle with sharp edges, one blade inserted into the slotted side of an
adjacent leaf. Leaves weakly keeled on both sides or not at all.
Flowers and fruits tiny, packed on a penis-like spike; leaves sweet-fragrant.
7. Calamus
Flowers large and showy; fruit a large pod; leaves not aromatic. Iris (not edible, p. 664).
1
Soft-stem bulrush
1
3
2
1
Scirpus validus 4 Cyperaceae (Sedge family)
",,False,"
    []"
0085_b.txt,"um
0
1cm
AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS
HABITAT: FOOD fertile sites USE: Margins where Rhizome the of bottom lakes, rivers, is sand, and gravel, other or open otherwise water, 00 firm. asionally Native. to (1m) deep. Usually STEMS found
tips
(summer)
are
good
white stem rities Pollen bases it terminal is collected be (spring portion by or leaning early that has summer) flowering not yet can heads produced be eaten over raw roots. or a raw container cooked, Mature or cooked; but rhizomes small. pull Break or are out off much the the soft, terrier. too whitish tough smooth in bottom eat skir Conder ned
processing. can Conservation used as flour. 2/2/1. Seeds (late summer) can be eaten and as tapping a hot cereal or shaking; or flour after after sifting labor. out intensive imnu part
COMMENTS: in North America, In England so many the accounts common confound name ""bulrush"" often refers to the plant that we
often erroneously attributed the two plants. The edible normally call ""cattail""
similar in many ways, to the bulrush (Scirpus) in the American literature. properties The of the cattail ( Typhai are
not good except that for most uses cattail has larger edible uses bulrush of the rhizomes plants Ara
a source of starch because they are extremely tough. AKA Schoenoplectus parts. Mature validus.
RELATED EDIBLES: All bulrushes are theoretically edible, but this is the big one that is most worth
Young bulrush rhizomes have small, tender, white tips.
Bulrush heart, 50 tender it broke as
Mature bulrush rhizomes are tough and semi-woody.
I peeled it.
201
um 0 1cm AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS HABITAT: FOOD fertile sites USE: Margins where Rhizome the of bottom lakes, rivers, is sand, and gravel, other or open otherwise water, 00 firm. asionally Native. to (1m) deep. Usually STEMS found tips (summer) are good white stem rities Pollen bases it terminal is collected be (spring portion by or leaning early that has summer) flowering not yet can heads produced be eaten over raw roots. or a raw container cooked, Mature or cooked; but rhizomes small. pull Break or are out off much the the soft, terrier. too whitish tough smooth in bottom eat skir Conder ned processing. can Conservation used as flour. 2/2/1. Seeds (late summer) can be eaten and as tapping a hot cereal or shaking; or flour after after sifting labor. out intensive imnu part COMMENTS: in North America, In England so many the accounts common confound name ""bulrush"" often refers to the plant that we often erroneously attributed the two plants. The edible normally call ""cattail"" similar in many ways, to the bulrush (Scirpus) in the American literature. properties The of the cattail ( Typhai are not good except that for most uses cattail has larger edible uses bulrush of the rhizomes plants Ara a source of starch because they are extremely tough. AKA Schoenoplectus parts. Mature validus. RELATED EDIBLES: All bulrushes are theoretically edible, but this is the big one that is most worth Young bulrush rhizomes have small, tender, white tips. Bulrush heart, 50 tender it broke as Mature bulrush rhizomes are tough and semi-woody. I peeled it. 201 ","HABITAT: FOOD fertile sites USE: Margins where Rhizome the of bottom lakes, rivers, is sand, and gravel, other or open otherwise water, 00 firm. asionally Native. to (1m) deep. Usually STEMS found
tips
(summer)
are
good
white stem rities Pollen bases it terminal is collected be (spring portion by or leaning early that has summer) flowering not yet can heads produced be eaten over raw roots. or a raw container cooked, Mature or cooked; but rhizomes small. pull Break or are out off much the the soft, terrier. too whitish tough smooth in bottom eat skir Conder ned
processing. can Conservation used as flour. 2/2/1. Seeds (late summer) can be eaten and as tapping a hot cereal or shaking; or flour after after sifting labor. out intensive imnu part
",True," ['stems','tips','roots','seeds']"
0086_a.txt,"AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS STEMS
2
,
Zizaniopsis Rice cutgrass miliaceae 2002 Poaceae (Grass family)
clamping grass with flattened stems and difficulty sharp-edged 1. leaves,
","shoots FOOD USE: of fast-growing rhizomes (summer) are tender and delicious. Seeds (late spring or early
can be harvested by
beating, like wild rice,
and processed by rub-
bing and winnowing.
Conservation 1.
",True," ['shoots','seeds']"
0086_b.txt,"0
1cm
AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS STEMS
Wild rice
3
III
FH-117
Zizania
palustris,
Z.
aquatica
Poaceae
OMICK than the CHECK: kernels. Large ID difficulty grass with 1. large rod-like seeds in raspy husks (Grass with APPLIC family)
","FOOD USE: Harvest seeds in late summer to early autumn when
the kernels fall upon being struck gently. Propel a small watercraft
through the rice with a paddle or pole and knock the rice into the
boat with sticks. Wild rice needs to be dried, parched, rubbed
and winnowed before cooking (see 27). Conservation 1.
",True,"
    'kernels'"
0087_a.txt,"AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS STEMS
2
2
Sweet
bulb-rush
3
4
Cyperaceae
(Sedge
family)
Bolboschoenus CHECK: in colonies; large, smooth, 3-sided leafy stem; 1. leaves grass-like, grooved,
fluviatilis
",,False,"
    []"
0087_b.txt,"(Sedge
family)
AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS STEMS
The
after
neeling
Older
become
woody
FOOD USE: Young corms forming at stem bases, while still soft and white (from late spring to m
have a sugarcane flavor and are delicious raw or cooked. Lateral shoot tips (summer) are good
hard to gather. In spring, young stem bases can be pulled from the mud and peeled to reveal the tender
interior. This makes a good vegetable raw or cooked. Conservation 2.
COMMENTS: This plant is extremely prolific and can easily withstand human harvest-just as
muskrats, who relish the same parts. The immature tubers are an unsung delicacy. AKA river bulness
square, Scirpus fluviatilis.
5
Cattail
2
3
3
2
2
FH-87
genus Typha + Typhaceae (Cattail family)
","FOOD USE: Young corms forming at stem bases, while still soft and white (from late spring to m
have a sugarcane flavor and are delicious raw or cooked. Lateral shoot tips (summer) are good
hard to gather. In spring, young stem bases can be pulled from the mud and peeled to reveal the tender
interior. This makes a good vegetable raw or cooked. Conservation 2.
",True," ['corms','shoot tips','Young stem bases']"
0088_a.txt,"5 Cattail Peel off (continued) the outer spongy layer of the rhizomes. rhizome and Cores chew can on be the dried core raw and raw, or ground sucking cooked. into out The flour, the heart starch after at
and FOOD spitting USE: out the fiber. Roasting out. Lateral sweetens shoots the are sweet and flavor delicious but when eaten eaten raw often causes immature mild
the which base the of in fibers the the leaf throat; can cluster be it sifted is in great spring cooked. and early In early summer summer is mild while and in nibble the leafy off the sheath flower still buds, encloses than or scrape the the female; them this off
green irritation flower spike, you vegetables. can boil or The steam male the flowers whole (top spikes section leaning of the the flowering spike) are spikes better over a pail pollen or bag mixed and
to part mix snaps with off grain easily or by hand. Pollen can spoilage, be collected then sifted by to remove insects Conservation and debris. Use 2/2/1
COMMENTS: with other This is one of our most versatile, productive, abundant, and delicious plants.
tapping. It flours should to be give dried baked to prevent foods a nice golden color and pleasant flavor. wild food
206
(top) (middle) Forming caltail rhizomes with lateral shoot
Mature cattail rhizome. (bottom) Cattail tips. hearts.
5 Cattail Peel off (continued) the outer spongy layer of the rhizomes. rhizome and Cores chew can on be the dried core raw and raw, or ground sucking cooked. into out The flour, the heart starch after at and FOOD spitting USE: out the fiber. Roasting out. Lateral sweetens shoots the are sweet and flavor delicious but when eaten eaten raw often causes immature mild the which base the of in fibers the the leaf throat; can cluster be it sifted is in great spring cooked. and early In early summer summer is mild while and in nibble the leafy off the sheath flower still buds, encloses than or scrape the the female; them this off green irritation flower spike, you vegetables. can boil or The steam male the flowers whole (top spikes section leaning of the the flowering spike) are spikes better over a pail pollen or bag mixed and to part mix snaps with off grain easily or by hand. Pollen can spoilage, be collected then sifted by to remove insects Conservation and debris. Use 2/2/1 COMMENTS: with other This is one of our most versatile, productive, abundant, and delicious plants. tapping. It flours should to be give dried baked to prevent foods a nice golden color and pleasant flavor. wild food 206 (top) (middle) Forming caltail rhizomes with lateral shoot Mature cattail rhizome. (bottom) Cattail tips. hearts. ","and FOOD spitting USE: out the fiber. Roasting out. Lateral sweetens shoots the are sweet and flavor delicious but when eaten eaten raw often causes immature mild
the which base the of in fibers the the leaf throat; can cluster be it sifted is in great spring cooked. and early In early summer summer is mild while and in nibble the leafy off the sheath flower still buds, encloses than or scrape the the female; them this off
green irritation flower spike, you vegetables. can boil or The steam male the flowers whole (top spikes section leaning of the the flowering spike) are spikes better over a pail pollen or bag mixed and
to part mix snaps with off grain easily or by hand. Pollen can spoilage, be collected then sifted by to remove insects Conservation and debris. Use 2/2/1
",True,"
    'shoots','flowers','pollen'"
0088_b.txt,"mm
1cm
AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS STEMS
6 Great bur-reed
1
2
2
2
G2
Sparganium
eurycarpum
Typhaceae
(Cattail
family)
","FOOD USE: Tubers can be eaten while they remain tender, but are quite small and soon toughen.
shoots can be eaten throughout summer, but they are small. The heart at the base of the leaf clusters
be pulled in spring or early summer and eaten raw or cooked. In early to mid summer the tender flower sprke
shoot (well before the flowers appear) can be cooked as a vegetable. The immature flower bud clusters are
also edible raw or cooked. Conservation 2. (Continued on the next page.)
mm 1cm AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS STEMS 6 Great bur-reed 1 2 2 2 G2 Sparganium eurycarpum Typhaceae (Cattail family) QUICK CHECK: Leaves basal and on the stem, in non-flattened bundles, with bottoms; stem zigzags between round flower clusters or spiky fruit balls. ID difficulty keeled 2. DESCRIPTION: Perennial spreading by rhizome to form sometimes large colonies Roots 2-3 mm thick, radiating from the base. Rhizomes usually less than 12"" (30 cm) long and 8 mm thick, the surface smooth with brown leafy sheaths, widening toward the end, producing a small, semi-hard terminal tuber with a sheath at the base and an upturned bud at the tip. Leaves sword-like, to 4' (120 cm) long and 0.3-0.8"" (8-20 mm) wide, both basal and on the stem (stem leaves shorter), strongly ascending, the tips sharp and not drooping. Basal leaf bundles are rounded to roughly 4-sided. The lower part of the leaf is thick and folded, with some purple coloration. There is d V-groove on the inside and a high, sharp ridge on the back. Distally the leaves are nearly flat and ribbon-like, without the groove but still with a small keel. Stems strongly tapered, very zigzag, spongy-solid, rounded, rarely branched. shorter than the tallest leaves. Flowers greenish to white, tiny, borne in tight round balls at intervals along the zigzag stems, with female flowers near the base and male ones near the top. Fruit pointed, pyramid-shaoed. green, each with a tough spike or ""bur"" at the end, packed tightly into a distinctive, hard, spiky ball like 0 head 1-1.5"" (2.5-4 cm) across. CONFUSING PLANTS: Sweet flag Acorus calamus has a distinctive sweet odor and side-slotted Cattail has no keel running the length of the leaf. HABITAT: Shallows of permanent water with a rich mucky bottom in full sun. Native. FOOD USE: Tubers can be eaten while they remain tender, but are quite small and soon toughen. shoots can be eaten throughout summer, but they are small. The heart at the base of the leaf clusters be pulled in spring or early summer and eaten raw or cooked. In early to mid summer the tender flower sprke shoot (well before the flowers appear) can be cooked as a vegetable. The immature flower bud clusters are also edible raw or cooked. Conservation 2. (Continued on the next page.) ",True,"
    'tubers','shoots','heart','tender flower shoot','immature flower bud clusters'"
0089_a.txt,"AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS STEMS
6 Great bur-reed (continued)
COMMENTS: A surprisingly good and versatile food plant that is
largely ignored among the multitude of wetland vegetables.
RELATED EDIBLES: Other bur-reeds are similarly edible, but smaller.
Bur-reed base and peeled heart.
Bur-reed tuber and rhizome.
7
Calamus
2
3
IWE-73
genus Acorus + family Acoraceae
",,False,"
    []"
0089_b.txt,"mm
0
1cm
AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS STEMS
near 1.5-3.5"" the (4-9 midpoint cm) long of the plant; above this the stem turns leafy with both
with hundreds of tiny and up to 0.7"" (18 mm) wide, nearly erect, tapering edges sharo Spike sanis live
Fruits tiny, pale brown, flowers angled, or containing fruits forming 1-6 seeds. a continuous surface. Flowers gently tiny, to white, a blunt and up, inconspicuous Oacked tightly
SPECIES: viable seed. A. A. americanus calamus is is introduced native; its leaves thicken gradually to a gentle midvein ridge, and the
rippled, and the heads from Europe; its leaves have a sharp, abrupt midvein heads produce
all botanists. generally do not produce viable seed. The two are very similar and ridge not and separated are often by
CONFUSING PLANTS: Only irises (p. 664) have similarly side-slotted leaves, but iris leaves have TO promi-
nent keel and are not sweet-aromatic. The flowers and fruits are very different.
HABITAT: Lakeshores, river edges, reservoirs, estuaries; in shallow, often slow-
moving drainage waters that fluctuate in depth, where the bottom is shallow
mud over gravel or sand.
FOOD USE: Rhizomes can be collected all year; they are used medicinally or
as a flavoring for candy or syrup.
Their taste is extremely potent and
they should be used in moderation.
Tender hearts of leaf cluster bases
can be eaten raw or cooked. Young
spikes of immature flower buds are
fragrant, tasty, and mucilaginous.
Conservation 2/2/1.
COMMENTS: Calamus candy,
A. americanus leaf cross section.
made from the rhizomes, was
formerly sold commercially. This
plant is found across the northern
hemisphere and has long been
appreciated for its fabulous aroma.
Studies have shown a constituent
of the rhizomes of the old-world
species to be carcinogenic under
lab conditions. The leaves, and the
native North American species, are
not known to contain the carcino-
Young A. americanus plants
genic compound. AKA sweet flag.
A. calamus leaf cross section.
A. americanus rhizome.
Immature flower spike.
109
A. americanus peeled heart.
mm 0 1cm AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS STEMS near 1.5-3.5"" the (4-9 midpoint cm) long of the plant; above this the stem turns leafy with both with hundreds of tiny and up to 0.7"" (18 mm) wide, nearly erect, tapering edges sharo Spike sanis live Fruits tiny, pale brown, flowers angled, or containing fruits forming 1-6 seeds. a continuous surface. Flowers gently tiny, to white, a blunt and up, inconspicuous Oacked tightly SPECIES: viable seed. A. A. americanus calamus is is introduced native; its leaves thicken gradually to a gentle midvein ridge, and the rippled, and the heads from Europe; its leaves have a sharp, abrupt midvein heads produce all botanists. generally do not produce viable seed. The two are very similar and ridge not and separated are often by CONFUSING PLANTS: Only irises (p. 664) have similarly side-slotted leaves, but iris leaves have TO promi- nent keel and are not sweet-aromatic. The flowers and fruits are very different. HABITAT: Lakeshores, river edges, reservoirs, estuaries; in shallow, often slow- moving drainage waters that fluctuate in depth, where the bottom is shallow mud over gravel or sand. FOOD USE: Rhizomes can be collected all year; they are used medicinally or as a flavoring for candy or syrup. Their taste is extremely potent and they should be used in moderation. Tender hearts of leaf cluster bases can be eaten raw or cooked. Young spikes of immature flower buds are fragrant, tasty, and mucilaginous. Conservation 2/2/1. COMMENTS: Calamus candy, A. americanus leaf cross section. made from the rhizomes, was formerly sold commercially. This plant is found across the northern hemisphere and has long been appreciated for its fabulous aroma. Studies have shown a constituent of the rhizomes of the old-world species to be carcinogenic under lab conditions. The leaves, and the native North American species, are not known to contain the carcino- Young A. americanus plants genic compound. AKA sweet flag. A. calamus leaf cross section. A. americanus rhizome. Immature flower spike. 109 A. americanus peeled heart. ","FOOD USE: Rhizomes can be collected all year; they are used medicinally or
as a flavoring for candy or syrup.
Their taste is extremely potent and
they should be used in moderation.
Tender hearts of leaf cluster bases
can be eaten raw or cooked. Young
spikes of immature flower buds are
fragrant, tasty, and mucilaginous.
Conservation 2/2/1.
",True," ['rhizomes', 'Young hearts of leaf cluster bases', 'Young spikes of immature flower buds']"
0090_a.txt,"AQUATICS-NOT GRASS-LIKE OR
GROUP 15 AQUATICS-NOT GRASS-LIKE OR TUBULAR
easily identified plants-but it also includes some tricky species lateral
This group includes some look-similars. The edible parts include leafy greens, shoots, typically
with deadly seeds, poisonous pods, and storage organs. I have included here plants that are fluctuáte,
found shoots, in standing water at normal or average water levels. Since water levels
plants will occasionally be found on land adjacent to water, and terrestrial and plants
will aquatic sometimes be flooded. Some plants are regularly found both in standing water on
moist uplands nearby; I have tried to place such plants where they are most common and
thrive best. When in doubt about any plant found near water, check it in both the aquatic and
terrestrial groups. CAUTION: I advise cooking aquatic plant parts, unless they are peeled or
carefully scrubbed and washed, to avoid ingesting parasites such as liver flukes or snail larvae.
TENTATIVE IDENTIFICATION KEY TO GROUP 15
The key is not your final answer!
Leaves tape-like, the edges clear; fruit a cylinder.
1. American eelgrass
or
Leaves compound.
Without basal rosettes.
2. Watercress
With basal rosettes.
Leaves more than once compound.
or
or
Leaffets lanceolate to ovate, no bulblets in leaf axils. Javan water celery (group 27, p. 443).
leaflets linear, bulblets in upper leaf axils. Bulblet water hemlock (deadly, p. 670).
Leaves once compound.
Upper leaves lanceolate, serrated but not lobed.
3. Water parsnip
Upper leaves variably, sometimes deeply, lobed.
Leaves simple, not tape-like.
4. Springwater parsnip
Leaves paired, all on stem.
or
Stem hairless, roundish; leaves toothed; midvein flat to depressed above,
Stem with 2 hairy grooves; leaves usually entire; midvein raised above.
5. Brooklime
Leaves not paired (all basal or alternate).
6. Alligator weed
Leaves toothed or notched.
or
Leaves diamond-shaped to triangular, in a floating rosette.
Leaves roundish, on long stalks in shallow water.
7. Water-chestnut
Leaves not toothed or notched.
8. Water pennywort
Sap milky.
Leaf arrowhead-shaped.
or
Leaf elliptic.
9. Wapato
Petiole 2-5 X longer than blade: fruits directly on scape,
Sap not milky,
Petiole less than 2 X blade length; fruits on panicle branches.
10. Spoon
11. Water-plantain
Leaf Pad sometimes or always floating on a limp petiole-a ""Illy pad.""
(leaf) with no lobe, cutout, or sinus,
or
or
Leaf Leaf round, oblong, more less than than 6"" 12"" (15 (30 cm), cm), never emergent, with a thick gel layer below.
Pad (leaf) often emergent,
12. Water shield
Petiole Pad Pad arrowhead-shaped round, oblong, attached attached with on a lobes a rigid lobes cut 0.8"" at with petiole-not or rounded, or sinus with very a sharp two at near flowers the pointed, corner, a the base, ""lily edge yellow. pad."" flowers resulting divergent, of the white, blade. in backward 2 lobes. White without lobes, gel.
13. American lotus
Leaf emergent water-Illy (p. 677).
14. Yellow pond-lily
Leaf Petiole
or
Leaf Petiole if lobed the lobes are rounded, not pointed.
blunt: (2 cm) or more from the edge of the blade.
15. Arrow arum
No with a large balloon-like inflation.
16, Wild taro
balloon-like Inflation on the petiole.
210
17. Water hyacinth
18. Pickereiweed
AQUATICS-NOT GRASS-LIKE OR GROUP 15 AQUATICS-NOT GRASS-LIKE OR TUBULAR easily identified plants-but it also includes some tricky species lateral This group includes some look-similars. The edible parts include leafy greens, shoots, typically with deadly seeds, poisonous pods, and storage organs. I have included here plants that are fluctuáte, found shoots, in standing water at normal or average water levels. Since water levels plants will occasionally be found on land adjacent to water, and terrestrial and plants will aquatic sometimes be flooded. Some plants are regularly found both in standing water on moist uplands nearby; I have tried to place such plants where they are most common and thrive best. When in doubt about any plant found near water, check it in both the aquatic and terrestrial groups. CAUTION: I advise cooking aquatic plant parts, unless they are peeled or carefully scrubbed and washed, to avoid ingesting parasites such as liver flukes or snail larvae. TENTATIVE IDENTIFICATION KEY TO GROUP 15 The key is not your final answer! Leaves tape-like, the edges clear; fruit a cylinder. 1. American eelgrass or Leaves compound. Without basal rosettes. 2. Watercress With basal rosettes. Leaves more than once compound. or or Leaffets lanceolate to ovate, no bulblets in leaf axils. Javan water celery (group 27, p. 443). leaflets linear, bulblets in upper leaf axils. Bulblet water hemlock (deadly, p. 670). Leaves once compound. Upper leaves lanceolate, serrated but not lobed. 3. Water parsnip Upper leaves variably, sometimes deeply, lobed. Leaves simple, not tape-like. 4. Springwater parsnip Leaves paired, all on stem. or Stem hairless, roundish; leaves toothed; midvein flat to depressed above, Stem with 2 hairy grooves; leaves usually entire; midvein raised above. 5. Brooklime Leaves not paired (all basal or alternate). 6. Alligator weed Leaves toothed or notched. or Leaves diamond-shaped to triangular, in a floating rosette. Leaves roundish, on long stalks in shallow water. 7. Water-chestnut Leaves not toothed or notched. 8. Water pennywort Sap milky. Leaf arrowhead-shaped. or Leaf elliptic. 9. Wapato Petiole 2-5 X longer than blade: fruits directly on scape, Sap not milky, Petiole less than 2 X blade length; fruits on panicle branches. 10. Spoon 11. Water-plantain Leaf Pad sometimes or always floating on a limp petiole-a ""Illy pad."" (leaf) with no lobe, cutout, or sinus, or or Leaf Leaf round, oblong, more less than than 6"" 12"" (15 (30 cm), cm), never emergent, with a thick gel layer below. Pad (leaf) often emergent, 12. Water shield Petiole Pad Pad arrowhead-shaped round, oblong, attached attached with on a lobes a rigid lobes cut 0.8"" at with petiole-not or rounded, or sinus with very a sharp two at near flowers the pointed, corner, a the base, ""lily edge yellow. pad."" flowers resulting divergent, of the white, blade. in backward 2 lobes. White without lobes, gel. 13. American lotus Leaf emergent water-Illy (p. 677). 14. Yellow pond-lily Leaf Petiole or Leaf Petiole if lobed the lobes are rounded, not pointed. blunt: (2 cm) or more from the edge of the blade. 15. Arrow arum No with a large balloon-like inflation. 16, Wild taro balloon-like Inflation on the petiole. 210 17. Water hyacinth 18. Pickereiweed ",,False,"
    []"
0090_b.txt,"0
AQUATICS-NOT GRASS-LIKE OR TUBULAR
1
American eelgrass
2
Vallisneria americana family Hydrocharitaceae
","FOOD USE: The fruits, ripe or unripe, can be gathered from the water surface in late summer or
They are mild flavored and can be cooked as a vegetable. (I don't eat them raw lest they have paras""
larvae on the surface.) The mucilaginous texture makes them good in soup. Leaves are traditional ,
raw in East Asian cuisine, but I have not tried them. Conservation 1.
",True,"
    'fruits'"
